condition_id,dataset,content_id,dist_id,dist_level,is_hdr,test_file,reference_file,pix_per_deg,distortion_name,repeating_content_id,JOD
t-i19-t-07-2,tid2013,t-i19,t-07,2,0,tid2013/19/i19_07_2.png,tid2013/19/i19.png,31.2467,quantization_noise,l-20,-1.167625152
t-i19-t-07-3,tid2013,t-i19,t-07,3,0,tid2013/19/i19_07_3.png,tid2013/19/i19.png,31.2467,quantization_noise,l-20,-1.822079647
t-i19-t-07-4,tid2013,t-i19,t-07,4,0,tid2013/19/i19_07_4.png,tid2013/19/i19.png,31.2467,quantization_noise,l-20,-2.539248079
t-i19-t-07-5,tid2013,t-i19,t-07,5,0,tid2013/19/i19_07_5.png,tid2013/19/i19.png,31.2467,quantization_noise,l-20,-3.381810151
t-i19-t-08-1,tid2013,t-i19,t-08,1,0,tid2013/19/i19_08_1.png,tid2013/19/i19.png,31.2467,gaussian_blur,l-20,-0.454398921
t-i19-t-08-2,tid2013,t-i19,t-08,2,0,tid2013/19/i19_08_2.png,tid2013/19/i19.png,31.2467,gaussian_blur,l-20,-0.924483879
t-i19-t-08-3,tid2013,t-i19,t-08,3,0,tid2013/19/i19_08_3.png,tid2013/19/i19.png,31.2467,gaussian_blur,l-20,-1.966213652
t-i19-t-08-4,tid2013,t-i19,t-08,4,0,tid2013/19/i19_08_4.png,tid2013/19/i19.png,31.2467,gaussian_blur,l-20,-3.15813539
t-i19-t-08-5,tid2013,t-i19,t-08,5,0,tid2013/19/i19_08_5.png,tid2013/19/i19.png,31.2467,gaussian_blur,l-20,-3.867078139
t-i19-t-09-1,tid2013,t-i19,t-09,1,0,tid2013/19/i19_09_1.png,tid2013/19/i19.png,31.2467,image_denoising,l-20,-0.065076092
t-i19-t-09-2,tid2013,t-i19,t-09,2,0,tid2013/19/i19_09_2.png,tid2013/19/i19.png,31.2467,image_denoising,l-20,-0.246824315
t-i19-t-09-3,tid2013,t-i19,t-09,3,0,tid2013/19/i19_09_3.png,tid2013/19/i19.png,31.2467,image_denoising,l-20,-1.059055361
t-i19-t-09-4,tid2013,t-i19,t-09,4,0,tid2013/19/i19_09_4.png,tid2013/19/i19.png,31.2467,image_denoising,l-20,-2.396046208
t-i19-t-09-5,tid2013,t-i19,t-09,5,0,tid2013/19/i19_09_5.png,tid2013/19/i19.png,31.2467,image_denoising,l-20,-4.242540638
t-i19-t-10-1,tid2013,t-i19,t-10,1,0,tid2013/19/i19_10_1.png,tid2013/19/i19.png,31.2467,JPEG_compression,l-20,-0.232253037
t-i19-t-10-2,tid2013,t-i19,t-10,2,0,tid2013/19/i19_10_2.png,tid2013/19/i19.png,31.2467,JPEG_compression,l-20,-0.411849294
t-i19-t-10-3,tid2013,t-i19,t-10,3,0,tid2013/19/i19_10_3.png,tid2013/19/i19.png,31.2467,JPEG_compression,l-20,-0.915101887
t-i19-t-10-4,tid2013,t-i19,t-10,4,0,tid2013/19/i19_10_4.png,tid2013/19/i19.png,31.2467,JPEG_compression,l-20,-2.782341179
t-i19-t-10-5,tid2013,t-i19,t-10,5,0,tid2013/19/i19_10_5.png,tid2013/19/i19.png,31.2467,JPEG_compression,l-20,-4.543014768
t-i19-t-11-1,tid2013,t-i19,t-11,1,0,tid2013/19/i19_11_1.png,tid2013/19/i19.png,31.2467,JPEG2000_compression,l-20,-0.489860927
t-i19-t-11-2,tid2013,t-i19,t-11,2,0,tid2013/19/i19_11_2.png,tid2013/19/i19.png,31.2467,JPEG2000_compression,l-20,-0.794598464
t-i19-t-11-3,tid2013,t-i19,t-11,3,0,tid2013/19/i19_11_3.png,tid2013/19/i19.png,31.2467,JPEG2000_compression,l-20,-1.253482874
t-i19-t-11-4,tid2013,t-i19,t-11,4,0,tid2013/19/i19_11_4.png,tid2013/19/i19.png,31.2467,JPEG2000_compression,l-20,-2.836365665
t-i19-t-11-5,tid2013,t-i19,t-11,5,0,tid2013/19/i19_11_5.png,tid2013/19/i19.png,31.2467,JPEG2000_compression,l-20,-5.007569689
t-i19-t-12-1,tid2013,t-i19,t-12,1,0,tid2013/19/i19_12_1.png,tid2013/19/i19.png,31.2467,JPEG_transmission_errors,l-20,-0.041135806
t-i19-t-12-2,tid2013,t-i19,t-12,2,0,tid2013/19/i19_12_2.png,tid2013/19/i19.png,31.2467,JPEG_transmission_errors,l-20,-0.282003158
t-i19-t-12-3,tid2013,t-i19,t-12,3,0,tid2013/19/i19_12_3.png,tid2013/19/i19.png,31.2467,JPEG_transmission_errors,l-20,-0.675943669
t-i19-t-12-4,tid2013,t-i19,t-12,4,0,tid2013/19/i19_12_4.png,tid2013/19/i19.png,31.2467,JPEG_transmission_errors,l-20,-0.931733121
t-i19-t-12-5,tid2013,t-i19,t-12,5,0,tid2013/19/i19_12_5.png,tid2013/19/i19.png,31.2467,JPEG_transmission_errors,l-20,-1.269973299
t-i19-t-13-1,tid2013,t-i19,t-13,1,0,tid2013/19/i19_13_1.png,tid2013/19/i19.png,31.2467,JPEG2000_transmission_errors,l-20,-1.06190243
t-i19-t-13-2,tid2013,t-i19,t-13,2,0,tid2013/19/i19_13_2.png,tid2013/19/i19.png,31.2467,JPEG2000_transmission_errors,l-20,-1.709818385
t-i19-t-13-3,tid2013,t-i19,t-13,3,0,tid2013/19/i19_13_3.png,tid2013/19/i19.png,31.2467,JPEG2000_transmission_errors,l-20,-2.108051784
t-i19-t-13-4,tid2013,t-i19,t-13,4,0,tid2013/19/i19_13_4.png,tid2013/19/i19.png,31.2467,JPEG2000_transmission_errors,l-20,-2.80780806
t-i19-t-13-5,tid2013,t-i19,t-13,5,0,tid2013/19/i19_13_5.png,tid2013/19/i19.png,31.2467,JPEG2000_transmission_errors,l-20,-4.102173967
t-i19-t-14-1,tid2013,t-i19,t-14,1,0,tid2013/19/i19_14_1.png,tid2013/19/i19.png,31.2467,non_eccentricity_pattern_noise,l-20,-0.283885413
t-i19-t-14-2,tid2013,t-i19,t-14,2,0,tid2013/19/i19_14_2.png,tid2013/19/i19.png,31.2467,non_eccentricity_pattern_noise,l-20,-0.062986025
t-i19-t-14-3,tid2013,t-i19,t-14,3,0,tid2013/19/i19_14_3.png,tid2013/19/i19.png,31.2467,non_eccentricity_pattern_noise,l-20,-0.435486603
t-i19-t-14-4,tid2013,t-i19,t-14,4,0,tid2013/19/i19_14_4.png,tid2013/19/i19.png,31.2467,non_eccentricity_pattern_noise,l-20,-0.872427665
t-i19-t-14-5,tid2013,t-i19,t-14,5,0,tid2013/19/i19_14_5.png,tid2013/19/i19.png,31.2467,non_eccentricity_pattern_noise,l-20,-1.839063118
t-i19-t-15-1,tid2013,t-i19,t-15,1,0,tid2013/19/i19_15_1.png,tid2013/19/i19.png,31.2467,local_block_wise_distortions_of_different_intensity,l-20,-2.629675053
t-i19-t-15-2,tid2013,t-i19,t-15,2,0,tid2013/19/i19_15_2.png,tid2013/19/i19.png,31.2467,local_block_wise_distortions_of_different_intensity,l-20,-2.464567219
t-i19-t-15-3,tid2013,t-i19,t-15,3,0,tid2013/19/i19_15_3.png,tid2013/19/i19.png,31.2467,local_block_wise_distortions_of_different_intensity,l-20,-2.183200931
t-i19-t-15-4,tid2013,t-i19,t-15,4,0,tid2013/19/i19_15_4.png,tid2013/19/i19.png,31.2467,local_block_wise_distortions_of_different_intensity,l-20,-1.821645448
t-i19-t-15-5,tid2013,t-i19,t-15,5,0,tid2013/19/i19_15_5.png,tid2013/19/i19.png,31.2467,local_block_wise_distortions_of_different_intensity,l-20,-2.127173621
t-i19-t-16-1,tid2013,t-i19,t-16,1,0,tid2013/19/i19_16_1.png,tid2013/19/i19.png,31.2467,intensity_shift,l-20,-0.090978471
t-i19-t-16-2,tid2013,t-i19,t-16,2,0,tid2013/19/i19_16_2.png,tid2013/19/i19.png,31.2467,intensity_shift,l-20,0.016864432
t-i19-t-16-3,tid2013,t-i19,t-16,3,0,tid2013/19/i19_16_3.png,tid2013/19/i19.png,31.2467,intensity_shift,l-20,-0.531597238
t-i19-t-16-4,tid2013,t-i19,t-16,4,0,tid2013/19/i19_16_4.png,tid2013/19/i19.png,31.2467,intensity_shift,l-20,-0.309522248
t-i19-t-16-5,tid2013,t-i19,t-16,5,0,tid2013/19/i19_16_5.png,tid2013/19/i19.png,31.2467,intensity_shift,l-20,-1.247148872
t-i19-t-17-1,tid2013,t-i19,t-17,1,0,tid2013/19/i19_17_1.png,tid2013/19/i19.png,31.2467,contrast_change,l-20,-0.379703265
t-i19-t-17-2,tid2013,t-i19,t-17,2,0,tid2013/19/i19_17_2.png,tid2013/19/i19.png,31.2467,contrast_change,l-20,0.121496146
t-i19-t-17-3,tid2013,t-i19,t-17,3,0,tid2013/19/i19_17_3.png,tid2013/19/i19.png,31.2467,contrast_change,l-20,-1.192821413
t-i19-t-17-4,tid2013,t-i19,t-17,4,0,tid2013/19/i19_17_4.png,tid2013/19/i19.png,31.2467,contrast_change,l-20,-0.438485978
t-i19-t-17-5,tid2013,t-i19,t-17,5,0,tid2013/19/i19_17_5.png,tid2013/19/i19.png,31.2467,contrast_change,l-20,-2.5858286
t-i19-t-18-1,tid2013,t-i19,t-18,1,0,tid2013/19/i19_18_1.png,tid2013/19/i19.png,31.2467,change_of_color_saturation,l-20,-0.619136087
t-i19-t-18-2,tid2013,t-i19,t-18,2,0,tid2013/19/i19_18_2.png,tid2013/19/i19.png,31.2467,change_of_color_saturation,l-20,-1.246788976
t-i19-t-18-3,tid2013,t-i19,t-18,3,0,tid2013/19/i19_18_3.png,tid2013/19/i19.png,31.2467,change_of_color_saturation,l-20,-1.5187736
t-i19-t-18-4,tid2013,t-i19,t-18,4,0,tid2013/19/i19_18_4.png,tid2013/19/i19.png,31.2467,change_of_color_saturation,l-20,-1.697760114
t-i19-t-18-5,tid2013,t-i19,t-18,5,0,tid2013/19/i19_18_5.png,tid2013/19/i19.png,31.2467,change_of_color_saturation,l-20,-1.738743349
t-i19-t-19-1,tid2013,t-i19,t-19,1,0,tid2013/19/i19_19_1.png,tid2013/19/i19.png,31.2467,multiplicative_gaussian_noise,l-20,-0.445122476
t-i19-t-19-2,tid2013,t-i19,t-19,2,0,tid2013/19/i19_19_2.png,tid2013/19/i19.png,31.2467,multiplicative_gaussian_noise,l-20,-0.711347014
t-i19-t-19-3,tid2013,t-i19,t-19,3,0,tid2013/19/i19_19_3.png,tid2013/19/i19.png,31.2467,multiplicative_gaussian_noise,l-20,-1.119837608
t-i19-t-19-4,tid2013,t-i19,t-19,4,0,tid2013/19/i19_19_4.png,tid2013/19/i19.png,31.2467,multiplicative_gaussian_noise,l-20,-1.366711598
t-i19-t-19-5,tid2013,t-i19,t-19,5,0,tid2013/19/i19_19_5.png,tid2013/19/i19.png,31.2467,multiplicative_gaussian_noise,l-20,-2.304833587
t-i19-t-20-1,tid2013,t-i19,t-20,1,0,tid2013/19/i19_20_1.png,tid2013/19/i19.png,31.2467,comfort_noise,l-20,-0.22848697
t-i19-t-20-2,tid2013,t-i19,t-20,2,0,tid2013/19/i19_20_2.png,tid2013/19/i19.png,31.2467,comfort_noise,l-20,-0.36098819
t-i19-t-20-3,tid2013,t-i19,t-20,3,0,tid2013/19/i19_20_3.png,tid2013/19/i19.png,31.2467,comfort_noise,l-20,-0.783870496
t-i19-t-20-4,tid2013,t-i19,t-20,4,0,tid2013/19/i19_20_4.png,tid2013/19/i19.png,31.2467,comfort_noise,l-20,-1.512092706
t-i19-t-20-5,tid2013,t-i19,t-20,5,0,tid2013/19/i19_20_5.png,tid2013/19/i19.png,31.2467,comfort_noise,l-20,-2.618540911
t-i19-t-21-1,tid2013,t-i19,t-21,1,0,tid2013/19/i19_21_1.png,tid2013/19/i19.png,31.2467,lossy_compression_of_noisy_images,l-20,-0.356981851
t-i19-t-21-2,tid2013,t-i19,t-21,2,0,tid2013/19/i19_21_2.png,tid2013/19/i19.png,31.2467,lossy_compression_of_noisy_images,l-20,-0.792541299
t-i19-t-21-3,tid2013,t-i19,t-21,3,0,tid2013/19/i19_21_3.png,tid2013/19/i19.png,31.2467,lossy_compression_of_noisy_images,l-20,-1.598734264
t-i19-t-21-4,tid2013,t-i19,t-21,4,0,tid2013/19/i19_21_4.png,tid2013/19/i19.png,31.2467,lossy_compression_of_noisy_images,l-20,-2.258808156
t-i19-t-21-5,tid2013,t-i19,t-21,5,0,tid2013/19/i19_21_5.png,tid2013/19/i19.png,31.2467,lossy_compression_of_noisy_images,l-20,-3.658680525
t-i19-t-22-1,tid2013,t-i19,t-22,1,0,tid2013/19/i19_22_1.png,tid2013/19/i19.png,31.2467,image_color_quantization_with_dither,l-20,-0.297378429
t-i19-t-22-2,tid2013,t-i19,t-22,2,0,tid2013/19/i19_22_2.png,tid2013/19/i19.png,31.2467,image_color_quantization_with_dither,l-20,-0.486555948
t-i19-t-22-3,tid2013,t-i19,t-22,3,0,tid2013/19/i19_22_3.png,tid2013/19/i19.png,31.2467,image_color_quantization_with_dither,l-20,-1.145879819
t-i19-t-22-4,tid2013,t-i19,t-22,4,0,tid2013/19/i19_22_4.png,tid2013/19/i19.png,31.2467,image_color_quantization_with_dither,l-20,-1.682107874
t-i19-t-22-5,tid2013,t-i19,t-22,5,0,tid2013/19/i19_22_5.png,tid2013/19/i19.png,31.2467,image_color_quantization_with_dither,l-20,-3.195499714
t-i19-t-23-1,tid2013,t-i19,t-23,1,0,tid2013/19/i19_23_1.png,tid2013/19/i19.png,31.2467,chromatic_aberrations,l-20,-0.216801845
t-i19-t-23-2,tid2013,t-i19,t-23,2,0,tid2013/19/i19_23_2.png,tid2013/19/i19.png,31.2467,chromatic_aberrations,l-20,0.029682588
t-i19-t-23-3,tid2013,t-i19,t-23,3,0,tid2013/19/i19_23_3.png,tid2013/19/i19.png,31.2467,chromatic_aberrations,l-20,-0.287486878
t-i19-t-23-4,tid2013,t-i19,t-23,4,0,tid2013/19/i19_23_4.png,tid2013/19/i19.png,31.2467,chromatic_aberrations,l-20,-0.289544571
t-i19-t-23-5,tid2013,t-i19,t-23,5,0,tid2013/19/i19_23_5.png,tid2013/19/i19.png,31.2467,chromatic_aberrations,l-20,-0.640299401
t-i19-t-24-1,tid2013,t-i19,t-24,1,0,tid2013/19/i19_24_1.png,tid2013/19/i19.png,31.2467,sparse_sampling_and_reconstruction,l-20,-0.389915097
t-i19-t-24-2,tid2013,t-i19,t-24,2,0,tid2013/19/i19_24_2.png,tid2013/19/i19.png,31.2467,sparse_sampling_and_reconstruction,l-20,-0.991219263
t-i19-t-24-3,tid2013,t-i19,t-24,3,0,tid2013/19/i19_24_3.png,tid2013/19/i19.png,31.2467,sparse_sampling_and_reconstruction,l-20,-1.981543281
t-i19-t-24-4,tid2013,t-i19,t-24,4,0,tid2013/19/i19_24_4.png,tid2013/19/i19.png,31.2467,sparse_sampling_and_reconstruction,l-20,-3.513332486
t-i19-t-24-5,tid2013,t-i19,t-24,5,0,tid2013/19/i19_24_5.png,tid2013/19/i19.png,31.2467,sparse_sampling_and_reconstruction,l-20,-5.02219877
t-i20-t-01-1,tid2013,t-i20,t-01,1,0,tid2013/20/i20_01_1.png,tid2013/20/i20.png,31.2467,additive_gaussian_noise,l-14,-0.392439957
t-i20-t-01-2,tid2013,t-i20,t-01,2,0,tid2013/20/i20_01_2.png,tid2013/20/i20.png,31.2467,additive_gaussian_noise,l-14,-0.498032572
t-i20-t-01-3,tid2013,t-i20,t-01,3,0,tid2013/20/i20_01_3.png,tid2013/20/i20.png,31.2467,additive_gaussian_noise,l-14,-1.031693246
t-i20-t-01-4,tid2013,t-i20,t-01,4,0,tid2013/20/i20_01_4.png,tid2013/20/i20.png,31.2467,additive_gaussian_noise,l-14,-1.574324632
t-i20-t-01-5,tid2013,t-i20,t-01,5,0,tid2013/20/i20_01_5.png,tid2013/20/i20.png,31.2467,additive_gaussian_noise,l-14,-2.155900268
t-i20-t-02-1,tid2013,t-i20,t-02,1,0,tid2013/20/i20_02_1.png,tid2013/20/i20.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,l-14,-0.3610124
t-i20-t-02-2,tid2013,t-i20,t-02,2,0,tid2013/20/i20_02_2.png,tid2013/20/i20.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,l-14,-0.443921504
t-i20-t-02-3,tid2013,t-i20,t-02,3,0,tid2013/20/i20_02_3.png,tid2013/20/i20.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,l-14,-0.59575605
t-i20-t-02-4,tid2013,t-i20,t-02,4,0,tid2013/20/i20_02_4.png,tid2013/20/i20.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,l-14,-0.800409358
t-i20-t-02-5,tid2013,t-i20,t-02,5,0,tid2013/20/i20_02_5.png,tid2013/20/i20.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,l-14,-1.460406677
t-i20-t-03-1,tid2013,t-i20,t-03,1,0,tid2013/20/i20_03_1.png,tid2013/20/i20.png,31.2467,spatially_correlated_noise,l-14,-1.375596152
t-i20-t-03-2,tid2013,t-i20,t-03,2,0,tid2013/20/i20_03_2.png,tid2013/20/i20.png,31.2467,spatially_correlated_noise,l-14,-1.779697534
t-i20-t-03-3,tid2013,t-i20,t-03,3,0,tid2013/20/i20_03_3.png,tid2013/20/i20.png,31.2467,spatially_correlated_noise,l-14,-2.336697491
t-i20-t-03-4,tid2013,t-i20,t-03,4,0,tid2013/20/i20_03_4.png,tid2013/20/i20.png,31.2467,spatially_correlated_noise,l-14,-2.956316202
t-i20-t-03-5,tid2013,t-i20,t-03,5,0,tid2013/20/i20_03_5.png,tid2013/20/i20.png,31.2467,spatially_correlated_noise,l-14,-3.390340839
t-i20-t-04-1,tid2013,t-i20,t-04,1,0,tid2013/20/i20_04_1.png,tid2013/20/i20.png,31.2467,masked_noise,l-14,-0.397545627
t-i20-t-04-2,tid2013,t-i20,t-04,2,0,tid2013/20/i20_04_2.png,tid2013/20/i20.png,31.2467,masked_noise,l-14,-0.369350549
t-i20-t-04-3,tid2013,t-i20,t-04,3,0,tid2013/20/i20_04_3.png,tid2013/20/i20.png,31.2467,masked_noise,l-14,-0.906741738
t-i20-t-04-4,tid2013,t-i20,t-04,4,0,tid2013/20/i20_04_4.png,tid2013/20/i20.png,31.2467,masked_noise,l-14,-1.200999487
t-i20-t-04-5,tid2013,t-i20,t-04,5,0,tid2013/20/i20_04_5.png,tid2013/20/i20.png,31.2467,masked_noise,l-14,-1.794898462
t-i20-t-05-1,tid2013,t-i20,t-05,1,0,tid2013/20/i20_05_1.png,tid2013/20/i20.png,31.2467,high_frequency_noise,l-14,-0.281846982
t-i20-t-05-2,tid2013,t-i20,t-05,2,0,tid2013/20/i20_05_2.png,tid2013/20/i20.png,31.2467,high_frequency_noise,l-14,-0.445128562
t-i20-t-05-3,tid2013,t-i20,t-05,3,0,tid2013/20/i20_05_3.png,tid2013/20/i20.png,31.2467,high_frequency_noise,l-14,-0.790654761
t-i20-t-05-4,tid2013,t-i20,t-05,4,0,tid2013/20/i20_05_4.png,tid2013/20/i20.png,31.2467,high_frequency_noise,l-14,-1.732208352
t-i20-t-05-5,tid2013,t-i20,t-05,5,0,tid2013/20/i20_05_5.png,tid2013/20/i20.png,31.2467,high_frequency_noise,l-14,-2.971646016
t-i20-t-06-1,tid2013,t-i20,t-06,1,0,tid2013/20/i20_06_1.png,tid2013/20/i20.png,31.2467,impulse_noise,l-14,-1.096400315
t-i20-t-06-2,tid2013,t-i20,t-06,2,0,tid2013/20/i20_06_2.png,tid2013/20/i20.png,31.2467,impulse_noise,l-14,-1.749745735
t-i20-t-06-3,tid2013,t-i20,t-06,3,0,tid2013/20/i20_06_3.png,tid2013/20/i20.png,31.2467,impulse_noise,l-14,-2.150024547
t-i20-t-06-4,tid2013,t-i20,t-06,4,0,tid2013/20/i20_06_4.png,tid2013/20/i20.png,31.2467,impulse_noise,l-14,-2.570704339
t-i20-t-06-5,tid2013,t-i20,t-06,5,0,tid2013/20/i20_06_5.png,tid2013/20/i20.png,31.2467,impulse_noise,l-14,-2.988353861
t-i20-t-07-1,tid2013,t-i20,t-07,1,0,tid2013/20/i20_07_1.png,tid2013/20/i20.png,31.2467,quantization_noise,l-14,-0.720234759
t-i20-t-07-2,tid2013,t-i20,t-07,2,0,tid2013/20/i20_07_2.png,tid2013/20/i20.png,31.2467,quantization_noise,l-14,-1.108654526
t-i20-t-07-3,tid2013,t-i20,t-07,3,0,tid2013/20/i20_07_3.png,tid2013/20/i20.png,31.2467,quantization_noise,l-14,-1.503416414
t-i20-t-07-4,tid2013,t-i20,t-07,4,0,tid2013/20/i20_07_4.png,tid2013/20/i20.png,31.2467,quantization_noise,l-14,-2.07662474
t-i20-t-07-5,tid2013,t-i20,t-07,5,0,tid2013/20/i20_07_5.png,tid2013/20/i20.png,31.2467,quantization_noise,l-14,-2.640018794
t-i20-t-08-1,tid2013,t-i20,t-08,1,0,tid2013/20/i20_08_1.png,tid2013/20/i20.png,31.2467,gaussian_blur,l-14,-0.458888537
t-i20-t-08-2,tid2013,t-i20,t-08,2,0,tid2013/20/i20_08_2.png,tid2013/20/i20.png,31.2467,gaussian_blur,l-14,-0.789487511
t-i20-t-08-3,tid2013,t-i20,t-08,3,0,tid2013/20/i20_08_3.png,tid2013/20/i20.png,31.2467,gaussian_blur,l-14,-1.626001876
t-i20-t-08-4,tid2013,t-i20,t-08,4,0,tid2013/20/i20_08_4.png,tid2013/20/i20.png,31.2467,gaussian_blur,l-14,-2.409201369
t-i20-t-08-5,tid2013,t-i20,t-08,5,0,tid2013/20/i20_08_5.png,tid2013/20/i20.png,31.2467,gaussian_blur,l-14,-3.531783325
t-i20-t-09-1,tid2013,t-i20,t-09,1,0,tid2013/20/i20_09_1.png,tid2013/20/i20.png,31.2467,image_denoising,l-14,0.004518918
t-i20-t-09-2,tid2013,t-i20,t-09,2,0,tid2013/20/i20_09_2.png,tid2013/20/i20.png,31.2467,image_denoising,l-14,-0.321231206
t-i20-t-09-3,tid2013,t-i20,t-09,3,0,tid2013/20/i20_09_3.png,tid2013/20/i20.png,31.2467,image_denoising,l-14,-0.68585406
t-i20-t-09-4,tid2013,t-i20,t-09,4,0,tid2013/20/i20_09_4.png,tid2013/20/i20.png,31.2467,image_denoising,l-14,-2.194034131
t-i20-t-09-5,tid2013,t-i20,t-09,5,0,tid2013/20/i20_09_5.png,tid2013/20/i20.png,31.2467,image_denoising,l-14,-4.081345349
t-i20-t-10-1,tid2013,t-i20,t-10,1,0,tid2013/20/i20_10_1.png,tid2013/20/i20.png,31.2467,JPEG_compression,l-14,-0.179620152
t-i20-t-10-2,tid2013,t-i20,t-10,2,0,tid2013/20/i20_10_2.png,tid2013/20/i20.png,31.2467,JPEG_compression,l-14,-0.367878036
t-i20-t-10-3,tid2013,t-i20,t-10,3,0,tid2013/20/i20_10_3.png,tid2013/20/i20.png,31.2467,JPEG_compression,l-14,-0.980904644
t-i20-t-10-4,tid2013,t-i20,t-10,4,0,tid2013/20/i20_10_4.png,tid2013/20/i20.png,31.2467,JPEG_compression,l-14,-2.392484898
t-i20-t-10-5,tid2013,t-i20,t-10,5,0,tid2013/20/i20_10_5.png,tid2013/20/i20.png,31.2467,JPEG_compression,l-14,-3.602634498
t-i20-t-11-1,tid2013,t-i20,t-11,1,0,tid2013/20/i20_11_1.png,tid2013/20/i20.png,31.2467,JPEG2000_compression,l-14,-0.553289022
t-i20-t-11-2,tid2013,t-i20,t-11,2,0,tid2013/20/i20_11_2.png,tid2013/20/i20.png,31.2467,JPEG2000_compression,l-14,-0.980778018
t-i20-t-11-3,tid2013,t-i20,t-11,3,0,tid2013/20/i20_11_3.png,tid2013/20/i20.png,31.2467,JPEG2000_compression,l-14,-2.416843571
t-i20-t-11-4,tid2013,t-i20,t-11,4,0,tid2013/20/i20_11_4.png,tid2013/20/i20.png,31.2467,JPEG2000_compression,l-14,-4.053885907
t-i20-t-11-5,tid2013,t-i20,t-11,5,0,tid2013/20/i20_11_5.png,tid2013/20/i20.png,31.2467,JPEG2000_compression,l-14,-5.715351806
t-i20-t-12-1,tid2013,t-i20,t-12,1,0,tid2013/20/i20_12_1.png,tid2013/20/i20.png,31.2467,JPEG_transmission_errors,l-14,-0.139971441
t-i20-t-12-2,tid2013,t-i20,t-12,2,0,tid2013/20/i20_12_2.png,tid2013/20/i20.png,31.2467,JPEG_transmission_errors,l-14,-0.708874197
t-i20-t-12-3,tid2013,t-i20,t-12,3,0,tid2013/20/i20_12_3.png,tid2013/20/i20.png,31.2467,JPEG_transmission_errors,l-14,-1.426701569
t-i20-t-12-4,tid2013,t-i20,t-12,4,0,tid2013/20/i20_12_4.png,tid2013/20/i20.png,31.2467,JPEG_transmission_errors,l-14,-1.758325119
t-i20-t-12-5,tid2013,t-i20,t-12,5,0,tid2013/20/i20_12_5.png,tid2013/20/i20.png,31.2467,JPEG_transmission_errors,l-14,-3.707597029
t-i20-t-13-1,tid2013,t-i20,t-13,1,0,tid2013/20/i20_13_1.png,tid2013/20/i20.png,31.2467,JPEG2000_transmission_errors,l-14,-0.879358261
t-i20-t-13-2,tid2013,t-i20,t-13,2,0,tid2013/20/i20_13_2.png,tid2013/20/i20.png,31.2467,JPEG2000_transmission_errors,l-14,-2.159357638
t-i20-t-13-3,tid2013,t-i20,t-13,3,0,tid2013/20/i20_13_3.png,tid2013/20/i20.png,31.2467,JPEG2000_transmission_errors,l-14,-2.194263487
t-i20-t-13-4,tid2013,t-i20,t-13,4,0,tid2013/20/i20_13_4.png,tid2013/20/i20.png,31.2467,JPEG2000_transmission_errors,l-14,-3.203686018
t-i20-t-13-5,tid2013,t-i20,t-13,5,0,tid2013/20/i20_13_5.png,tid2013/20/i20.png,31.2467,JPEG2000_transmission_errors,l-14,-4.346940406
t-i20-t-14-1,tid2013,t-i20,t-14,1,0,tid2013/20/i20_14_1.png,tid2013/20/i20.png,31.2467,non_eccentricity_pattern_noise,l-14,-0.246499303
t-i20-t-14-2,tid2013,t-i20,t-14,2,0,tid2013/20/i20_14_2.png,tid2013/20/i20.png,31.2467,non_eccentricity_pattern_noise,l-14,-0.37684618
t-i20-t-14-3,tid2013,t-i20,t-14,3,0,tid2013/20/i20_14_3.png,tid2013/20/i20.png,31.2467,non_eccentricity_pattern_noise,l-14,-1.256950422
t-i20-t-14-4,tid2013,t-i20,t-14,4,0,tid2013/20/i20_14_4.png,tid2013/20/i20.png,31.2467,non_eccentricity_pattern_noise,l-14,-1.931180353
t-i20-t-14-5,tid2013,t-i20,t-14,5,0,tid2013/20/i20_14_5.png,tid2013/20/i20.png,31.2467,non_eccentricity_pattern_noise,l-14,-2.477564588
t-i20-t-15-1,tid2013,t-i20,t-15,1,0,tid2013/20/i20_15_1.png,tid2013/20/i20.png,31.2467,local_block_wise_distortions_of_different_intensity,l-14,-2.830692505
t-i20-t-15-2,tid2013,t-i20,t-15,2,0,tid2013/20/i20_15_2.png,tid2013/20/i20.png,31.2467,local_block_wise_distortions_of_different_intensity,l-14,-2.654481107
t-i20-t-15-3,tid2013,t-i20,t-15,3,0,tid2013/20/i20_15_3.png,tid2013/20/i20.png,31.2467,local_block_wise_distortions_of_different_intensity,l-14,-2.189152302
t-i20-t-15-4,tid2013,t-i20,t-15,4,0,tid2013/20/i20_15_4.png,tid2013/20/i20.png,31.2467,local_block_wise_distortions_of_different_intensity,l-14,-2.018847273
t-i20-t-15-5,tid2013,t-i20,t-15,5,0,tid2013/20/i20_15_5.png,tid2013/20/i20.png,31.2467,local_block_wise_distortions_of_different_intensity,l-14,-1.654762836
t-i20-t-16-1,tid2013,t-i20,t-16,1,0,tid2013/20/i20_16_1.png,tid2013/20/i20.png,31.2467,intensity_shift,l-14,-0.198784027
